year,month,state,rto,vehicle_class,fuel,value,unit,note
2019,February,West Bengal,All Vahan Running Office,MOBILE WORKSHOP,DIESEL,1,value in Absolute Number,
2021,April,Karnataka,All Vahan Running Office,MOPED,ELECTRIC(BOV),51,value in Absolute Number,
2015,January,Himachal Pradesh,All Vahan Running Office,GOODS CARRIER,DIESEL,539,value in Absolute Number,
2018,September,Assam,All Vahan Running Office,EXCAVATOR (NT),DIESEL,4,value in Absolute Number,
2025,January,Mizoram,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,5,value in Absolute Number,
2024,July,Sikkim,All Vahan Running Office,LUXURY CAB,DIESEL,13,value in Absolute Number,
2018,March,Maharashtra,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,1720,value in Absolute Number,
2017,May,Himachal Pradesh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,1,value in Absolute Number,
2024,March,Chandigarh,All Vahan Running Office,AMBULANCE,DIESEL,2,value in Absolute Number,
2025,January,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),705,value in Absolute Number,
2017,April,Nagaland,All Vahan Running Office,MOTOR CAB,PETROL,41,value in Absolute Number,
2020,October,Bihar,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,2,value in Absolute Number,
2018,January,Sikkim,All Vahan Running Office,BUS,DIESEL,4,value in Absolute Number,
2019,March,Chhattisgarh,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,349,value in Absolute Number,
2017,May,Goa,All Vahan Running Office,ADAPTED VEHICLE,PETROL,2,value in Absolute Number,
2023,July,Goa,All Vahan Running Office,MOTOR CYCLE/SCOOTER-WITH TRAILER,ELECTRIC(BOV),40,value in Absolute Number,
2017,March,Bihar,All Vahan Running Office,BUS,SOLAR,1,value in Absolute Number,
2019,July,Gujarat,All Vahan Running Office,AMBULANCE,DIESEL,112,value in Absolute Number,
2024,March,Uttar Pradesh,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,85,value in Absolute Number,
2022,April,Kerala,All Vahan Running Office,MOTOR CAR,PETROL,13217,value in Absolute Number,
2018,December,Himachal Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,6,value in Absolute Number,
2023,February,Gujarat,All Vahan Running Office,MOTOR CAR,PETROL,13251,value in Absolute Number,
2023,October,Chandigarh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),157,value in Absolute Number,
2017,March,Chandigarh,All Vahan Running Office,MOTOR CAB,PETROL/CNG,1,value in Absolute Number,
2017,December,Madhya Pradesh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,9228,value in Absolute Number,
2022,April,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,DIESEL,1907,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,MOTOR CAR,DIESEL,1111,value in Absolute Number,
2022,February,Madhya Pradesh,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,220,value in Absolute Number,
2021,January,Tripura,All Vahan Running Office,GOODS CARRIER,PETROL,15,value in Absolute Number,
2021,September,Maharashtra,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),2120,value in Absolute Number,
2020,April,Himachal Pradesh,All Vahan Running Office,MOTOR CAB,PETROL,51,value in Absolute Number,
2017,December,Maharashtra,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,665,value in Absolute Number,
2014,November,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL/LPG,1,value in Absolute Number,
2021,December,Rajasthan,All Vahan Running Office,AMBULANCE,PETROL,25,value in Absolute Number,
2018,February,Sikkim,All Vahan Running Office,MOTOR CAR,DIESEL,94,value in Absolute Number,
2020,January,Arunachal Pradesh,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,9,value in Absolute Number,
2015,February,Jammu and Kashmir,All Vahan Running Office,MOTOR CAR,PETROL,2566,value in Absolute Number,
2018,May,Goa,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,4,value in Absolute Number,
2018,April,Rajasthan,All Vahan Running Office,ADAPTED VEHICLE,PETROL,12,value in Absolute Number,
2017,June,Assam,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,4,value in Absolute Number,
2020,January,Nagaland,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,3,value in Absolute Number,
2016,January,Uttar Pradesh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,7049,value in Absolute Number,
2024,May,Delhi,All Vahan Running Office,MOTOR CAB,PETROL/CNG,405,value in Absolute Number,
2017,September,Jharkhand,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,2,value in Absolute Number,
2022,November,Goa,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,2,value in Absolute Number,
2018,November,Punjab,All Vahan Running Office,MOTOR CAB,PETROL/CNG,124,value in Absolute Number,
2015,October,Odisha,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),1,value in Absolute Number,
2014,May,Assam,All Vahan Running Office,TRAILER (COMMERCIAL),CNG ONLY,1,value in Absolute Number,
2024,July,Rajasthan,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,151,value in Absolute Number,
2015,June,Rajasthan,All Vahan Running Office,GOODS CARRIER,PETROL,7,value in Absolute Number,
2024,November,Himachal Pradesh,All Vahan Running Office,MOTOR CAR,STRONG HYBRID EV,57,value in Absolute Number,
2017,January,Maharashtra,All Vahan Running Office,BUS,PETROL/CNG,4,value in Absolute Number,
2014,December,West Bengal,All Vahan Running Office,LUXURY CAB,DIESEL,332,value in Absolute Number,
2024,October,Gujarat,All Vahan Running Office,AMBULANCE,DIESEL,33,value in Absolute Number,
2022,May,Rajasthan,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,22,value in Absolute Number,
2015,March,Haryana,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/LPG,3,value in Absolute Number,
2021,November,Tamil Nadu,All Vahan Running Office,THREE WHEELER (PERSONAL),ELECTRIC(BOV),1,value in Absolute Number,
2019,June,Assam,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,110,value in Absolute Number,
2016,July,Gujarat,All Vahan Running Office,OMNI BUS,DIESEL,22,value in Absolute Number,
2018,November,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,124234,value in Absolute Number,
2023,September,Mizoram,All Vahan Running Office,GOODS CARRIER,DIESEL,148,value in Absolute Number,
2015,September,Uttar Pradesh,All Vahan Running Office,GOODS CARRIER,CNG ONLY,31,value in Absolute Number,
2014,October,Jammu and Kashmir,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,127,value in Absolute Number,
2017,July,Jharkhand,All Vahan Running Office,TRACTOR (COMMERCIAL),NOT APPLICABLE,4,value in Absolute Number,
2018,June,Nagaland,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,4,value in Absolute Number,
2017,May,Gujarat,All Vahan Running Office,EXCAVATOR (NT),DIESEL,25,value in Absolute Number,
2023,June,Nagaland,All Vahan Running Office,MOTOR CAR,DIESEL,178,value in Absolute Number,
2014,September,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),9,value in Absolute Number,
2018,February,Arunachal Pradesh,All Vahan Running Office,GOODS CARRIER,PETROL,1,value in Absolute Number,
2021,May,Jharkhand,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),1,value in Absolute Number,
2022,February,Jharkhand,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),3,value in Absolute Number,
2021,June,Gujarat,All Vahan Running Office,ADAPTED VEHICLE,PETROL/CNG,1,value in Absolute Number,
2015,September,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,4,value in Absolute Number,
2017,May,West Bengal,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL/HYBRID,69,value in Absolute Number,
2022,June,Jammu and Kashmir,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,42,value in Absolute Number,
2023,September,Uttarakhand,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,ELECTRIC(BOV),1,value in Absolute Number,
2024,June,Tamil Nadu,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,6,value in Absolute Number,
2014,March,Maharashtra,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,3321,value in Absolute Number,
2022,June,Tamil Nadu,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,72,value in Absolute Number,
2017,October,Karnataka,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,747,value in Absolute Number,
2016,August,Uttarakhand,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,1,value in Absolute Number,
2018,March,Gujarat,All Vahan Running Office,GOODS CARRIER,DIESEL,4672,value in Absolute Number,
2017,March,Odisha,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/CNG,14,value in Absolute Number,
2025,April,Tamil Nadu,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,79,value in Absolute Number,
2022,May,Madhya Pradesh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,8292,value in Absolute Number,
2024,September,Karnataka,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,49,value in Absolute Number,
2020,March,Uttar Pradesh,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,4,value in Absolute Number,
2019,May,Jammu and Kashmir,All Vahan Running Office,MAXI CAB,DIESEL,60,value in Absolute Number,
2019,May,Odisha,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),1,value in Absolute Number,
2014,August,Karnataka,All Vahan Running Office,GOODS CARRIER,ELECTRIC(BOV),1,value in Absolute Number,
2016,August,Manipur,All Vahan Running Office,MOTOR CAR,PETROL,479,value in Absolute Number,
2020,May,Delhi,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),9,value in Absolute Number,
2023,March,Odisha,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,1,value in Absolute Number,
2023,March,Tamil Nadu,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,727,value in Absolute Number,
2014,June,Kerala,All Vahan Running Office,GOODS CARRIER,PETROL,5,value in Absolute Number,
2017,November,Delhi,All Vahan Running Office,MAXI CAB,CNG ONLY,2,value in Absolute Number,
2023,July,Uttarakhand,All Vahan Running Office,MOBILE WORKSHOP,DIESEL,1,value in Absolute Number,
2016,June,Tripura,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,17,value in Absolute Number,
2016,December,Haryana,All Vahan Running Office,MOTOR CAB,PETROL/CNG,732,value in Absolute Number,
2019,April,Maharashtra,All Vahan Running Office,CAMPER VAN / TRAILER,DIESEL,4,value in Absolute Number,
2020,October,Rajasthan,All Vahan Running Office,GOODS CARRIER,DIESEL,1868,value in Absolute Number,
2024,July,Punjab,All Vahan Running Office,THREE WHEELER (PASSENGER),PURE EV,22,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,EXCAVATOR (NT),DIESEL,2,value in Absolute Number,
2022,December,Odisha,All Vahan Running Office,THREE WHEELER (GOODS),PETROL,9,value in Absolute Number,
2017,May,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,4,value in Absolute Number,
2024,March,Madhya Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/ETHANOL,864,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,FORK LIFT,DIESEL,1,value in Absolute Number,
2022,April,Gujarat,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,75,value in Absolute Number,
2016,August,Himachal Pradesh,All Vahan Running Office,MOTOR CAB,PETROL,89,value in Absolute Number,
2023,January,Goa,All Vahan Running Office,ADAPTED VEHICLE,PETROL,1,value in Absolute Number,
2014,March,Jharkhand,All Vahan Running Office,MOTOR CAR,PETROL,1606,value in Absolute Number,
2015,February,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MARUTI SUZUKI INDIA LTD,Not Available,2686,value in Absolute Number,
2017,August,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1,value in Absolute Number,
2024,October,Tamil Nadu,All Vahan Running Office,MOTOR CAR,PURE EV,311,value in Absolute Number,
2015,June,Kerala,All Vahan Running Office,EXCAVATOR (NT),DIESEL,3,value in Absolute Number,
2024,January,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,281,value in Absolute Number,
2018,November,Jammu and Kashmir,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,14,value in Absolute Number,
2017,March,West Bengal,All Vahan Running Office,HEARSES,DIESEL,6,value in Absolute Number,
2021,January,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,146,value in Absolute Number,
2017,April,Gujarat,All Vahan Running Office,MAXI CAB,DIESEL/HYBRID,1,value in Absolute Number,
2014,June,Tamil Nadu,All Vahan Running Office,OMNI BUS,DIESEL,18,value in Absolute Number,
2016,December,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,445,value in Absolute Number,
2019,June,Odisha,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,8,value in Absolute Number,
2016,September,Maharashtra,All Vahan Running Office,MOTOR CAB,NOT APPLICABLE,33,value in Absolute Number,
2017,May,Karnataka,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,2842,value in Absolute Number,
2023,October,Himachal Pradesh,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,79,value in Absolute Number,
2022,October,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/LPG,3,value in Absolute Number,
2017,February,Chhattisgarh,All Vahan Running Office,AMBULANCE,PETROL,6,value in Absolute Number,
2023,September,Manipur,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),1,value in Absolute Number,
2020,February,Haryana,All Vahan Running Office,MOTOR CAB,DIESEL,197,value in Absolute Number,
2014,April,Uttarakhand,All Vahan Running Office,DUMPER,DIESEL,2,value in Absolute Number,
2014,January,Odisha,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,6,value in Absolute Number,
2015,February,Uttar Pradesh,All Vahan Running Office,MAXI CAB,PETROL,5,value in Absolute Number,
2015,June,Madhya Pradesh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,28,value in Absolute Number,
2025,January,Uttar Pradesh,All Vahan Running Office,BUS,PETROL,4,value in Absolute Number,
2017,December,Gujarat,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),6,value in Absolute Number,
2020,May,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,4051,value in Absolute Number,
2024,December,Madhya Pradesh,All Vahan Running Office,MOTOR CAB,PETROL,50,value in Absolute Number,
2015,March,Kerala,All Vahan Running Office,THREE WHEELER (GOODS),PETROL,1,value in Absolute Number,
2015,August,Tamil Nadu,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,8,value in Absolute Number,
2021,September,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,56,value in Absolute Number,
2021,August,Gujarat,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,222,value in Absolute Number,
2015,July,Uttarakhand,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,1,value in Absolute Number,
2024,December,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,PURE EV,1567,value in Absolute Number,
2022,December,West Bengal,All Vahan Running Office,LUXURY CAB,PETROL/CNG,36,value in Absolute Number,
2016,November,Madhya Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,463,value in Absolute Number,
2022,October,Madhya Pradesh,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,25,value in Absolute Number,
2021,November,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),21,value in Absolute Number,
2014,December,Karnataka,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL,1,value in Absolute Number,
2020,December,Rajasthan,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,1,value in Absolute Number,
2023,December,Himachal Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/ETHANOL,238,value in Absolute Number,
2022,February,Punjab,All Vahan Running Office,VEHICLE FITTED WITH COMPRESSOR,PETROL/CNG,1,value in Absolute Number,
2018,October,Uttarakhand,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),61,value in Absolute Number,
2016,October,Karnataka,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL/CNG,1,value in Absolute Number,
2018,July,Karnataka,All Vahan Running Office,TRAILER (AGRICULTURAL),DIESEL,296,value in Absolute Number,
2019,January,Rajasthan,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,260,value in Absolute Number,
2023,September,Chhattisgarh,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,6,value in Absolute Number,
2024,August,Odisha,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,49,value in Absolute Number,
2016,September,Haryana,All Vahan Running Office,EXCAVATOR (COMMERCIAL),PETROL,1,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,ADAPTED VEHICLE,PURE EV,3,value in Absolute Number,
2017,July,Maharashtra,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,25,value in Absolute Number,
2020,January,West Bengal,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),14,value in Absolute Number,
2020,August,Goa,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,4,value in Absolute Number,
2020,February,Odisha,All Vahan Running Office,TRAILER (COMMERCIAL),DIESEL,24,value in Absolute Number,
2017,June,Tamil Nadu,All Vahan Running Office,TRAILER (COMMERCIAL),DIESEL,9,value in Absolute Number,
2015,March,Assam,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,16854,value in Absolute Number,
2023,March,Delhi,All Vahan Running Office,GOODS CARRIER,DIESEL,37,value in Absolute Number,
2017,October,Tamil Nadu,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,46,value in Absolute Number,
2020,December,Karnataka,All Vahan Running Office,ANIMAL AMBULANCE,DIESEL,1,value in Absolute Number,
2014,December,Puducherry,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,3,value in Absolute Number,
2023,April,Mizoram,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,25,value in Absolute Number,
2023,May,Tripura,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,25,value in Absolute Number,
2021,December,Manipur,All Vahan Running Office,MAXI CAB,DIESEL,2,value in Absolute Number,
2021,September,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,11,value in Absolute Number,
2017,February,Arunachal Pradesh,All Vahan Running Office,MOPED,PETROL,3,value in Absolute Number,
2024,July,Assam,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),218,value in Absolute Number,
2024,April,Jharkhand,All Vahan Running Office,THREE WHEELER (PASSENGER),LPG ONLY,105,value in Absolute Number,
